Member,2019-05-17 22:30:00,2019-05-17 22:45:00,2019-05-17 23:00:00,2019-05-17 23:15:00,2019-05-17 23:30:00,2019-05-17 23:45:00,2019-05-18 00:00:00,2019-05-18 00:15:00,2019-05-18 00:30:00
1,11.388888888888888,13.333333333333334,15.277777777777777,17.5,16.111111111111114,12.777777777777779,13.055555555555557,12.777777777777779,10.555555555555555
2,15.833333333333334,16.666666666666668,18.055555555555557,18.055555555555557,16.38888888888889,13.888888888888891,13.333333333333334,13.333333333333334,13.333333333333334
3,16.944444444444446,12.777777777777779,13.333333333333334,14.444444444444445,13.611111111111112,13.333333333333334,13.055555555555555,11.388888888888888,8.333333333333334
4,1.6666666666666667,11.666666666666666,13.333333333333334,13.055555555555555,11.944444444444443,11.666666666666666,11.944444444444443,13.055555555555557,12.222222222222221
5,13.888888888888891,10.833333333333334,11.388888888888888,11.666666666666666,11.388888888888888,10.277777777777777,9.722222222222223,8.055555555555555,6.111111111111112
6,13.333333333333334,13.055555555555557,11.944444444444443,11.388888888888888,10.277777777777779,10.138888888888888,10.833333333333334,10.972222222222221,9.444444444444445
7,13.611111111111112,14.722222222222223,15.277777777777779,16.38888888888889,16.11111111111111,14.166666666666666,14.444444444444445,13.055555555555557,10.555555555555555
8,11.388888888888888,13.055555555555557,13.055555555555557,12.222222222222221,12.777777777777779,11.944444444444443,11.805555555555555,12.5,12.083333333333334
9,8.333333333333334,10.833333333333334,10.000000000000002,8.333333333333336,6.666666666666668,5.000000000000001,4.722222222222222,8.88888888888889,10.0
10,11.944444444444443,10.0,8.333333333333334,7.5,9.722222222222221,11.666666666666666,13.333333333333336,14.444444444444445,13.611111111111112
11,12.5,14.444444444444445,13.333333333333334,12.5,14.444444444444445,14.166666666666666,10.277777777777777,6.9444444444444455,5.833333333333333
12,15.0,10.833333333333334,11.666666666666666,13.055555555555557,12.777777777777779,10.555555555555555,10.0,9.444444444444445,6.111111111111112
13,21.11111111111111,20.555555555555557,16.11111111111111,15.277777777777779,15.555555555555557,12.5,11.944444444444445,13.611111111111112,17.222222222222225
14,8.055555555555557,10.277777777777779,13.055555555555557,13.888888888888891,10.833333333333334,10.555555555555555,13.055555555555557,14.722222222222223,14.444444444444445
15,15.833333333333334,11.111111111111109,11.111111111111109,9.722222222222223,7.5,8.333333333333334,9.166666666666668,7.500000000000001,9.722222222222223
16,10.277777777777777,11.388888888888888,11.388888888888888,10.277777777777779,10.0,10.0,10.0,10.277777777777777,11.944444444444443
17,9.444444444444445,14.166666666666666,13.333333333333334,11.666666666666666,10.277777777777777,10.555555555555555,12.777777777777779,13.333333333333334,13.333333333333334
18,11.111111111111109,11.388888888888888,10.277777777777779,9.722222222222221,9.444444444444445,12.5,13.194444444444445,12.5,12.361111111111109
19,11.388888888888888,12.777777777777779,12.5,14.722222222222223,15.972222222222223,14.166666666666666,12.361111111111112,12.777777777777779,11.388888888888888
20,23.333333333333332,16.11111111111111,15.0,15.277777777777779,16.38888888888889,16.38888888888889,15.277777777777779,15.0,14.444444444444443
21,12.222222222222223,13.055555555555555,10.555555555555555,5.0,5.0,6.666666666666667,8.055555555555555,8.611111111111112,9.722222222222223
22,9.166666666666666,11.111111111111109,10.555555555555555,11.388888888888888,11.388888888888888,10.555555555555555,11.666666666666666,12.777777777777779,11.388888888888888
23,11.111111111111109,11.388888888888888,10.277777777777779,10.0,9.722222222222221,8.333333333333334,6.388888888888889,3.888888888888889,4.444444444444445
24,12.222222222222221,12.5,15.555555555555557,14.444444444444445,10.833333333333334,10.277777777777777,11.111111111111109,10.277777777777777,11.111111111111112
25,11.388888888888888,13.055555555555557,13.333333333333334,13.611111111111112,14.722222222222223,14.166666666666666,11.666666666666666,15.0,18.055555555555557
26,15.0,11.666666666666666,8.611111111111112,6.9444444444444455,6.388888888888889,5.277777777777778,5.555555555555556,8.611111111111112,13.611111111111112
27,0.5555555555555556,1.9444444444444446,5.833333333333333,6.666666666666667,6.388888888888889,5.0,3.8888888888888893,6.388888888888888,15.0
28,12.5,13.055555555555557,12.777777777777779,10.555555555555555,10.0,10.0,10.0,9.722222222222223,8.055555555555555
29,11.666666666666666,14.444444444444445,14.444444444444443,11.944444444444443,10.555555555555555,11.111111111111109,10.0,8.88888888888889,9.722222222222223
30,13.333333333333334,13.333333333333334,13.333333333333334,13.055555555555557,11.388888888888888,9.166666666666668,9.722222222222223,9.444444444444445,7.222222222222222
31,9.444444444444445,11.25,12.5,12.916666666666666,11.944444444444443,11.666666666666666,13.333333333333334,19.722222222222225,18.055555555555554
32,-9.444444444444445,6.9444444444444455,8.333333333333334,7.222222222222222,8.61111111111111,11.111111111111109,11.666666666666666,11.666666666666666,11.111111111111112
33,15.0,12.222222222222221,12.222222222222221,14.444444444444445,14.444444444444443,12.222222222222221,11.944444444444443,12.777777777777779,11.388888888888888
34,18.055555555555554,13.888888888888888,11.944444444444443,11.944444444444443,13.333333333333334,14.166666666666666,11.944444444444443,10.555555555555555,11.944444444444443
35,6.388888888888889,11.111111111111112,13.055555555555557,13.055555555555557,11.388888888888891,8.888888888888891,7.777777777777779,6.111111111111112,10.555555555555557
36,19.166666666666668,14.166666666666666,13.055555555555555,11.666666666666666,10.277777777777777,10.0,10.277777777777777,11.666666666666666,13.055555555555557
MRMS,10.555555555555555,12.777777777777779,12.777777777777779,10.555555555555555,9.861111111111112,9.166666666666666,8.333333333333334,7.5,9.027777777777779
