Member,2019-05-28 23:00:00,2019-05-28 23:15:00,2019-05-28 23:30:00,2019-05-28 23:45:00,2019-05-29 00:00:00,2019-05-29 00:15:00,2019-05-29 00:30:00,2019-05-29 00:45:00,2019-05-29 01:00:00
1,10.833333333333334,8.333333333333334,6.9444444444444455,6.388888888888889,6.111111111111111,9.444444444444445,10.555555555555555,7.777777777777778,7.5
2,7.777777777777779,8.333333333333334,8.333333333333334,7.777777777777779,5.555555555555556,5.0,4.722222222222222,3.611111111111112,3.3333333333333335
3,7.5,10.833333333333334,12.5,15.555555555555557,13.888888888888891,8.055555555555557,6.666666666666667,7.500000000000001,11.388888888888891
4,12.222222222222221,12.222222222222221,13.888888888888888,11.666666666666666,8.888888888888891,8.611111111111112,10.0,11.111111111111109,10.277777777777779
5,9.166666666666666,9.722222222222221,9.444444444444445,7.5,8.055555555555555,8.055555555555557,7.222222222222222,8.055555555555557,7.7777777777777795
6,8.333333333333334,11.111111111111112,11.111111111111112,8.611111111111112,6.9444444444444455,6.9444444444444455,8.055555555555555,8.055555555555557,6.9444444444444455
7,10.833333333333334,10.0,8.611111111111112,8.055555555555555,6.9444444444444455,6.944444444444444,8.333333333333334,10.277777777777779,13.888888888888891
8,11.111111111111109,11.388888888888888,10.0,8.611111111111112,8.333333333333334,8.055555555555555,7.222222222222222,8.055555555555555,7.777777777777779
9,6.388888888888889,9.722222222222223,12.222222222222223,10.277777777777779,8.333333333333334,6.9444444444444455,6.666666666666667,6.666666666666667,6.666666666666667
10,10.833333333333334,8.611111111111112,7.777777777777779,5.277777777777778,3.611111111111111,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
11,5.277777777777778,3.611111111111111,4.166666666666667,7.5,7.777777777777779,5.555555555555556,5.0,5.277777777777778,6.388888888888889
12,10.555555555555555,11.944444444444445,9.444444444444445,10.0,11.388888888888888,11.111111111111109,8.88888888888889,8.333333333333334,7.777777777777778
13,15.555555555555557,15.0,14.722222222222223,12.5,8.055555555555555,8.333333333333334,9.722222222222223,10.0,10.0
14,7.777777777777779,7.777777777777779,5.833333333333335,6.666666666666667,7.500000000000001,5.555555555555556,5.0,4.722222222222222,3.611111111111112
15,10.277777777777777,11.527777777777777,12.5,11.527777777777779,5.277777777777778,5.0,6.388888888888889,6.666666666666667,6.666666666666667
16,9.166666666666666,10.0,10.833333333333334,8.611111111111112,6.9444444444444455,6.944444444444444,8.333333333333334,9.722222222222223,10.0
17,11.388888888888888,11.666666666666666,12.5,10.277777777777779,8.055555555555555,5.833333333333333,7.222222222222221,10.833333333333334,11.111111111111109
18,11.944444444444443,10.277777777777777,10.0,10.0,9.722222222222223,8.888888888888891,10.0,11.388888888888888,12.222222222222221
19,11.388888888888888,11.666666666666666,12.777777777777779,11.666666666666666,10.277777777777779,9.722222222222223,8.888888888888891,9.444444444444445,8.055555555555555
20,10.555555555555555,8.333333333333334,5.833333333333333,6.388888888888889,6.666666666666667,6.666666666666667,6.388888888888889,5.277777777777778,5.555555555555556
21,8.88888888888889,8.611111111111112,10.555555555555555,13.888888888888891,12.222222222222223,5.833333333333333,2.2222222222222223,1.9444444444444444,3.055555555555556
22,10.0,11.666666666666666,11.111111111111112,8.888888888888891,8.055555555555557,7.222222222222222,8.888888888888891,12.77777777777778,14.16666666666667
23,10.277777777777777,11.111111111111109,10.555555555555555,11.388888888888888,10.833333333333334,7.222222222222222,5.555555555555556,6.388888888888889,5.555555555555556
24,10.0,9.444444444444445,6.9444444444444455,5.555555555555556,6.388888888888889,6.666666666666667,6.9444444444444455,8.055555555555555,7.777777777777778
25,9.722222222222223,14.166666666666666,14.166666666666666,10.277777777777779,7.5,8.055555555555555,8.333333333333334,8.888888888888891,11.666666666666666
26,11.111111111111109,11.388888888888888,10.277777777777779,9.722222222222221,8.333333333333334,6.666666666666667,5.555555555555556,6.9444444444444455,9.444444444444445
27,12.777777777777779,15.0,10.555555555555555,7.777777777777779,9.166666666666666,8.611111111111112,8.333333333333334,8.333333333333334,8.888888888888888
28,8.88888888888889,8.333333333333334,8.055555555555555,6.9444444444444455,6.666666666666667,6.388888888888889,5.555555555555556,6.666666666666667,7.5
29,10.833333333333334,8.611111111111112,8.055555555555555,6.9444444444444455,6.388888888888889,5.277777777777778,5.277777777777779,6.111111111111112,4.722222222222222
30,8.88888888888889,9.722222222222223,8.888888888888891,9.444444444444445,8.333333333333334,6.9444444444444455,7.222222222222222,9.444444444444445,8.88888888888889
31,10.555555555555555,12.777777777777779,12.777777777777779,10.833333333333334,11.388888888888888,11.111111111111109,8.88888888888889,9.166666666666666,13.611111111111112
32,11.388888888888888,12.5,10.0,7.222222222222222,6.944444444444444,7.777777777777779,6.9444444444444455,6.9444444444444455,7.5
33,8.333333333333334,5.555555555555556,5.0,5.277777777777778,6.666666666666667,8.333333333333334,10.833333333333334,15.277777777777779,13.611111111111112
34,4.722222222222222,5.555555555555556,8.888888888888891,8.055555555555557,6.111111111111112,7.777777777777779,7.777777777777779,5.833333333333335,6.388888888888889
35,18.333333333333332,15.277777777777777,13.055555555555557,10.0,7.777777777777779,10.277777777777777,14.166666666666666,14.722222222222223,13.611111111111112
36,10.0,10.277777777777777,11.388888888888888,11.388888888888888,10.555555555555555,11.388888888888888,11.666666666666666,11.111111111111109,7.222222222222222
MRMS,4.722222222222222,6.111111111111112,5.277777777777778,5.277777777777779,6.388888888888889,6.666666666666667,6.388888888888889,5.0,3.611111111111111
